window_type,anchor_time,window_start,window_end,trades,total_return_pct,max_drawdown_pct,profit_factor,win_rate,trailing_consec_losses,max_consec_losses_in_window,stop_exit_freq,avg_trade_return
trade_10,2026-02-25T12:00:00+00:00,2025-12-14T16:00:00+00:00,2026-02-25T12:00:00+00:00,10,0.0188830797889048,0.026427963366020865,1.647302829868814,0.4,0,5,1.0,0.0019510788452714255
trade_10,2026-02-28T20:00:00+00:00,2025-12-12T16:00:00+00:00,2026-02-28T20:00:00+00:00,10,0.006818070657995223,0.02642796336602093,1.1838256345875886,0.4,1,5,1.0,0.0007710083701531343
trade_10,2026-03-01T00:00:00+00:00,2025-12-24T08:00:00+00:00,2026-03-01T00:00:00+00:00,10,-0.008998262562531778,0.0266267493013109,0.8492677926695412,0.3,2,5,1.0,-0.0008065284551009808
trade_10,2026-03-09T16:00:00+00:00,2025-12-26T00:00:00+00:00,2026-03-09T16:00:00+00:00,10,-0.013024223137501845,0.03717874345614469,0.7897170521119816,0.3,3,4,1.0,-0.0012100152131089728
trade_10,2026-03-10T00:00:00+00:00,2025-12-29T12:00:00+00:00,2026-03-10T00:00:00+00:00,10,-0.014921082088729665,0.04402623566647596,0.7643217285952192,0.3,4,4,1.0,-0.0014012048364464946
trade_10,2026-03-26T12:00:00+00:00,2026-01-13T16:00:00+00:00,2026-03-26T12:00:00+00:00,10,-0.021779078989939582,0.05676516381923698,0.6846637228031689,0.3,5,5,1.0,-0.002092930989765935
trade_10,2026-03-31T00:00:00+00:00,2026-01-13T20:00:00+00:00,2026-03-31T00:00:00+00:00,10,-0.028981387612050824,0.06563982552188669,0.6164240038869161,0.3,6,6,1.0,-0.0028276794078376808
trade_10,2026-04-19T20:00:00+00:00,2026-01-29T16:00:00+00:00,2026-04-19T20:00:00+00:00,10,-0.024267165233246124,0.06695196504462991,0.6595923798992974,0.3,7,7,1.0,-0.002345211057882075
trade_10,2026-04-27T12:00:00+00:00,2026-02-15T20:00:00+00:00,2026-04-27T12:00:00+00:00,10,-0.06384421265939855,0.07100754942992676,0.10508228373146858,0.2,8,8,1.0,-0.006554448714491991
trade_25,2022-12-08T16:00:00+00:00,2022-06-01T20:00:00+00:00,2022-12-08T16:00:00+00:00,25,-0.08063343216728747,0.13118566201673781,0.5797607090634855,0.2,10,10,1.0,-0.0031617134708572152
trade_25,2022-12-08T16:00:00+00:00,2022-06-01T20:00:00+00:00,2022-12-08T16:00:00+00:00,25,-0.08488593928274757,0.14229617825533142,0.5659569391316576,0.2,11,11,1.0,-0.0033452152070775763
trade_25,2022-12-12T20:00:00+00:00,2022-06-07T04:00:00+00:00,2022-12-12T20:00:00+00:00,25,-0.08127955872259296,0.14674169719124555,0.5776647573477358,0.2,12,12,1.0,-0.003189011497648056
trade_25,2023-01-02T04:00:00+00:00,2022-06-07T04:00:00+00:00,2023-01-02T04:00:00+00:00,25,-0.07277777132649099,0.1513659980550527,0.606987691541276,0.2,13,13,1.0,-0.0028242354590526796
trade_25,2023-01-30T16:00:00+00:00,2022-06-28T20:00:00+00:00,2023-01-30T16:00:00+00:00,25,-0.1605572017692426,0.16333517274923248,0.10351841579007777,0.16,14,14,1.0,-0.006947989231205055
trade_25,2023-02-05T16:00:00+00:00,2022-06-29T00:00:00+00:00,2023-02-05T16:00:00+00:00,25,-0.16799173888902363,0.17222786599243245,0.09900122552031063,0.16,15,15,1.0,-0.007301616362021502
trade_25,2023-02-09T16:00:00+00:00,2022-07-11T08:00:00+00:00,2023-02-09T16:00:00+00:00,25,-0.1777841680796134,0.18039094158315708,0.0853178780636586,0.12,16,16,1.0,-0.007773310570064381
trade_25,2023-02-16T20:00:00+00:00,2022-07-11T08:00:00+00:00,2023-02-16T20:00:00+00:00,25,-0.1739814864457777,0.18039094158315716,0.10715560241972136,0.12,0,16,1.0,-0.007587725425791769
trade_25,2023-02-22T00:00:00+00:00,2022-07-27T20:00:00+00:00,2023-02-22T00:00:00+00:00,25,-0.16193964574991926,0.17830353757737594,0.16562098489068183,0.16,0,16,1.0,-0.007006079862146702
trade_25,2023-03-03T00:00:00+00:00,2022-08-08T08:00:00+00:00,2023-03-03T00:00:00+00:00,25,-0.1633888808817785,0.17017548652680792,0.16428092522546484,0.16,1,16,1.0,-0.00707457325913334
trade_25,2023-04-03T20:00:00+00:00,2022-08-10T16:00:00+00:00,2023-04-03T20:00:00+00:00,25,-0.161309527002647,0.1684698545743871,0.166210382050164,0.16,2,16,1.0,-0.006976304188118233
trade_25,2023-04-19T08:00:00+00:00,2022-08-10T16:00:00+00:00,2023-04-19T08:00:00+00:00,25,-0.1752404009027747,0.1752404009027747,0.1203586429742162,0.12,3,16,1.0,-0.007646436184018275
trade_25,2023-04-26T16:00:00+00:00,2022-08-25T08:00:00+00:00,2023-04-26T16:00:00+00:00,25,-0.1875602541463839,0.1875602541463839,0.11262301275445769,0.12,4,16,1.0,-0.00824350170006837
trade_25,2023-04-26T16:00:00+00:00,2022-09-07T04:00:00+00:00,2023-04-26T16:00:00+00:00,25,-0.1852165187355218,0.1852165187355218,0.11401309401096907,0.12,5,16,1.0,-0.008130238448268353
trade_25,2023-05-06T12:00:00+00:00,2022-09-13T16:00:00+00:00,2023-05-06T12:00:00+00:00,25,-0.17643356958563938,0.1816180570138535,0.11950981997418067,0.12,6,16,1.0,-0.007708176233773111
trade_25,2023-05-06T12:00:00+00:00,2022-09-27T20:00:00+00:00,2023-05-06T12:00:00+00:00,25,-0.18701450816988818,0.18701450816988818,0.08791540751792917,0.08,7,16,1.0,-0.008225340067845047
trade_25,2023-05-28T00:00:00+00:00,2022-09-28T04:00:00+00:00,2023-05-28T00:00:00+00:00,25,-0.18195765753210436,0.18195765753210436,0.09037282860143611,0.08,8,15,1.0,-0.007980117493446374
trade_25,2023-05-28T00:00:00+00:00,2022-10-09T04:00:00+00:00,2023-05-28T00:00:00+00:00,25,-0.1764596397629652,0.1764596397629652,0.09318707204511255,0.08,9,14,1.0,-0.007715174854576474
trade_25,2023-06-06T16:00:00+00:00,2022-10-10T20:00:00+00:00,2023-06-06T16:00:00+00:00,25,-0.17229234488654566,0.17590365101013494,0.11415156973192087,0.12,0,13,1.0,-0.007512902638152877
trade_25,2023-06-10T04:00:00+00:00,2022-10-20T04:00:00+00:00,2023-06-10T04:00:00+00:00,25,-0.1769260990594963,0.1769260990594963,0.11122956476545358,0.12,1,12,1.0,-0.00773569949143575
trade_25,2023-06-16T12:00:00+00:00,2022-10-20T04:00:00+00:00,2023-06-16T12:00:00+00:00,25,-0.17379869584555407,0.17379869584555407,0.11319528041281282,0.12,2,11,1.0,-0.007584551504998369
trade_25,2023-06-16T16:00:00+00:00,2022-11-04T20:00:00+00:00,2023-06-16T16:00:00+00:00,25,-0.16366454357431215,0.16758111242104123,0.14009424169645315,0.16,0,10,1.0,-0.007097577822759298
trade_25,2023-07-06T12:00:00+00:00,2022-11-28T16:00:00+00:00,2023-07-06T12:00:00+00:00,25,-0.1554676016220593,0.1554676016220593,0.1469654169003043,0.16,1,9,1.0,-0.00671167746830984
trade_25,2023-07-14T16:00:00+00:00,2022-11-28T16:00:00+00:00,2023-07-14T16:00:00+00:00,25,-0.14649826045917447,0.14649826045917447,0.15524294572780495,0.16,2,9,1.0,-0.0062921568917794326
trade_25,2023-07-14T16:00:00+00:00,2022-12-07T08:00:00+00:00,2023-07-14T16:00:00+00:00,25,-0.1472222517106374,0.1472222517106374,0.15454440772244163,0.16,3,9,1.0,-0.006325823895049034
trade_25,2023-08-08T08:00:00+00:00,2022-12-07T08:00:00+00:00,2023-08-08T08:00:00+00:00,25,-0.14409505997306804,0.14409505997306804,0.15761346989509362,0.16,4,9,1.0,-0.006180130906325556
trade_25,2023-08-08T16:00:00+00:00,2022-12-12T04:00:00+00:00,2023-08-08T16:00:00+00:00,25,-0.1373079954924029,0.1373079954924029,0.1646405912869645,0.16,5,9,1.0,-0.005866999376822286
trade_25,2023-08-23T16:00:00+00:00,2022-12-28T08:00:00+00:00,2023-08-23T16:00:00+00:00,25,-0.11342293583814667,0.1328133264932544,0.300869732706665,0.2,0,9,1.0,-0.004765273052654071
trade_25,2023-08-23T16:00:00+00:00,2023-01-29T20:00:00+00:00,2023-08-23T16:00:00+00:00,25,-0.09057069464960821,0.12808793006300478,0.43329222105482984,0.24,0,9,1.0,-0.003739828448746196
trade_25,2023-09-06T16:00:00+00:00,2023-02-02T00:00:00+00:00,2023-09-06T16:00:00+00:00,25,-0.08047137003469473,0.11561451473212181,0.4640903621426128,0.24,1,9,1.0,-0.003301888602416542
trade_25,2023-09-07T20:00:00+00:00,2023-02-02T04:00:00+00:00,2023-09-07T20:00:00+00:00,25,-0.07333844245425958,0.11483855387741528,0.4884264146666887,0.24,2,9,1.0,-0.0029949002905802604
trade_25,2023-09-12T00:00:00+00:00,2023-02-15T12:00:00+00:00,2023-09-12T00:00:00+00:00,25,-0.07131360447840807,0.11483855387741532,0.4957549617583169,0.24,3,9,1.0,-0.00290835866087149
trade_25,2023-09-27T08:00:00+00:00,2023-02-14T20:00:00+00:00,2023-09-27T08:00:00+00:00,25,-0.07943576195811741,0.11483855387741518,0.43849828020083936,0.2,4,9,1.0,-0.0032609286523583923
trade_25,2023-09-27T08:00:00+00:00,2023-03-01T12:00:00+00:00,2023-09-27T08:00:00+00:00,25,-0.09513835717297281,0.11483855387741537,0.34339689882551283,0.16,5,9,1.0,-0.003951419894583839
trade_25,2023-11-03T08:00:00+00:00,2023-03-29T12:00:00+00:00,2023-11-03T08:00:00+00:00,25,-0.03195197386438042,0.1045342155742176,0.7858160749342884,0.2,0,8,1.0,-0.0011903665103749847
trade_25,2023-11-16T16:00:00+00:00,2023-04-18T12:00:00+00:00,2023-11-16T16:00:00+00:00,25,-0.03704421419431991,0.0963113364634337,0.7574019217523679,0.2,1,7,1.0,-0.0013988646295598017
trade_25,2023-11-21T20:00:00+00:00,2023-04-26T12:00:00+00:00,2023-11-21T20:00:00+00:00,25,-0.04102551453602343,0.08889285237472422,0.7364519214827872,0.2,2,6,1.0,-0.0015628963976404297
trade_25,2023-11-27T08:00:00+00:00,2023-04-26T12:00:00+00:00,2023-11-27T08:00:00+00:00,25,-0.031385163892891255,0.07440323316866948,0.7891224215258243,0.2,3,5,1.0,-0.0011670803534034615
trade_25,2023-11-27T12:00:00+00:00,2023-05-05T16:00:00+00:00,2023-11-27T12:00:00+00:00,25,-0.02535469019283132,0.059715753030009866,0.8256964709216679,0.2,4,5,1.0,-0.0009219353922048884
trade_25,2023-12-11T00:00:00+00:00,2023-05-05T12:00:00+00:00,2023-12-11T00:00:00+00:00,25,0.01603134299798481,0.04964818014871897,1.1559091663923629,0.24,0,5,1.0,0.0007585778746009088
trade_25,2023-12-11T00:00:00+00:00,2023-05-24T16:00:00+00:00,2023-12-11T00:00:00+00:00,25,0.04384072021609664,0.04333991606723897,1.4011913425565314,0.28,0,5,1.0,0.001846182149594225
trade_25,2023-12-18T00:00:00+00:00,2023-05-24T16:00:00+00:00,2023-12-18T00:00:00+00:00,25,0.042155706370788915,0.041174601937526346,1.3819605145577094,0.28,1,5,1.0,0.0017821459803332963
trade_25,2023-12-18T00:00:00+00:00,2023-05-31T08:00:00+00:00,2023-12-18T00:00:00+00:00,25,0.038111532559509165,0.04117460193752656,1.3378039303997802,0.28,2,5,1.0,0.0016281434671506978
trade_25,2024-01-03T08:00:00+00:00,2023-06-06T20:00:00+00:00,2024-01-03T08:00:00+00:00,25,0.03017593737224855,0.04117460193752657,1.266788433177423,0.24,3,5,1.0,0.001321033110251448
trade_25,2024-01-10T12:00:00+00:00,2023-06-10T08:00:00+00:00,2024-01-10T12:00:00+00:00,25,0.026295240530770148,0.041174601937526444,1.2297640116273396,0.24,4,5,1.0,0.0011719552299699998
trade_25,2024-01-12T20:00:00+00:00,2023-06-10T08:00:00+00:00,2024-01-12T20:00:00+00:00,25,0.04264898140355866,0.04117460193752632,1.3594077878105406,0.28,0,5,1.0,0.0018082365320809533
trade_25,2024-03-11T00:00:00+00:00,2023-06-30T20:00:00+00:00,2024-03-11T00:00:00+00:00,25,0.0345495853889104,0.04117460193752644,1.2902056759504235,0.24,1,5,1.0,0.0014960507749340846
trade_25,2024-03-12T16:00:00+00:00,2023-07-10T20:00:00+00:00,2024-03-12T16:00:00+00:00,25,0.03736974854448527,0.04117460193752635,1.3179139308113568,0.24,2,5,1.0,0.0016044341213716506
trade_25,2024-04-01T04:00:00+00:00,2023-07-13T16:00:00+00:00,2024-04-01T04:00:00+00:00,25,0.031316894189055144,0.04117460193752645,1.2597702148208914,0.24,3,5,1.0,0.0013715050051181996
trade_25,2024-04-01T12:00:00+00:00,2023-08-07T16:00:00+00:00,2024-04-01T12:00:00+00:00,25,0.03778667494671506,0.041174601937526464,1.3220646246535201,0.24,4,5,1.0,0.0016202786873274401
trade_25,2024-04-09T12:00:00+00:00,2023-08-07T16:00:00+00:00,2024-04-09T12:00:00+00:00,25,0.03754435921772026,0.04437063413884203,1.3196223968327643,0.24,5,5,1.0,0.0016109679689435858
trade_25,2024-04-27T16:00:00+00:00,2023-08-15T20:00:00+00:00,2024-04-27T16:00:00+00:00,25,0.0340493974897329,0.052313476343060744,1.2854295756992637,0.24,6,6,1.0,0.0014768965061603013
trade_25,2024-04-30T00:00:00+00:00,2023-08-15T20:00:00+00:00,2024-04-30T00:00:00+00:00,25,0.009677365787513548,0.05395904830998752,1.0978375474771525,0.2,7,7,1.0,0.000513035665179893
trade_25,2024-05-03T20:00:00+00:00,2023-08-31T20:00:00+00:00,2024-05-03T20:00:00+00:00,25,-0.005233369213874628,0.053959048309987157,0.9829093008369392,0.2,0,7,1.0,-8.96193582076242e-05
trade_25,2024-05-13T08:00:00+00:00,2023-08-31T20:00:00+00:00,2024-05-13T08:00:00+00:00,25,-0.008098748245998322,0.05481785964610997,0.9618419479662831,0.2,1,7,1.0,-0.0002044739217466677
trade_25,2024-05-15T16:00:00+00:00,2023-09-11T12:00:00+00:00,2024-05-15T16:00:00+00:00,25,-0.003521546035142542,0.054817859646109586,0.9961002906937945,0.24,0,7,1.0,-2.043620636887329e-05
trade_25,2024-05-29T16:00:00+00:00,2023-09-22T00:00:00+00:00,2024-05-29T16:00:00+00:00,25,-0.0042354971788107765,0.061222279035533955,0.9907239217830319,0.24,1,7,1.0,-4.8874560391974354e-05
trade_25,2024-06-14T16:00:00+00:00,2023-09-21T12:00:00+00:00,2024-06-14T16:00:00+00:00,25,-0.008866466012731444,0.06651713202116596,0.9569700842134167,0.24,2,7,1.0,-0.00023471629769266527
trade_25,2024-06-17T16:00:00+00:00,2023-10-16T08:00:00+00:00,2024-06-17T16:00:00+00:00,25,-0.014357251822674888,0.07657285025918878,0.9198001348752729,0.24,3,7,1.0,-0.0004551465766731623
trade_25,2024-06-27T12:00:00+00:00,2023-11-15T20:00:00+00:00,2024-06-27T12:00:00+00:00,25,-0.07430559033211048,0.08285296252233555,0.49086106552048425,0.2,4,7,1.0,-0.0030279454076440736
trade_25,2024-07-08T08:00:00+00:00,2023-11-20T16:00:00+00:00,2024-07-08T08:00:00+00:00,25,-0.04277033111997508,0.08285296252233539,0.6865356440576329,0.24,0,7,1.0,-0.001684783518715528
trade_25,2024-07-10T04:00:00+00:00,2023-11-22T20:00:00+00:00,2024-07-10T04:00:00+00:00,25,-0.02178176387091435,0.08285296252233527,0.8324530176110948,0.28,0,7,1.0,-0.0008184667522539795
trade_25,2024-07-29T16:00:00+00:00,2023-11-24T12:00:00+00:00,2024-07-29T16:00:00+00:00,25,-0.01673287217440167,0.08285296252233537,0.8689662654861221,0.28,1,7,1.0,-0.0006132031338509639
trade_25,2024-08-08T20:00:00+00:00,2023-11-28T20:00:00+00:00,2024-08-08T20:00:00+00:00,25,0.033275970178367364,0.08285296252233527,1.326013817652733,0.32,0,7,1.0,0.0014018821039792795
trade_25,2024-08-20T00:00:00+00:00,2023-12-01T04:00:00+00:00,2024-08-20T00:00:00+00:00,25,-0.0069246163658226445,0.08285296252233532,0.9562751516404957,0.28,1,7,1.0,-0.0002032519519634511
trade_25,2024-08-23T16:00:00+00:00,2023-12-14T12:00:00+00:00,2024-08-23T16:00:00+00:00,25,-0.04123706864304699,0.08285296252233543,0.6917387336419585,0.24,2,7,1.0,-0.0016137854959552929
trade_25,2024-09-09T20:00:00+00:00,2023-12-14T12:00:00+00:00,2024-09-09T20:00:00+00:00,25,-0.013738284291979319,0.07371532722313434,0.9012831215865778,0.28,0,7,1.0,-0.0004778419673980103
trade_25,2024-09-17T12:00:00+00:00,2024-01-01T20:00:00+00:00,2024-09-17T12:00:00+00:00,25,-0.01209715848348969,0.06273487446232129,0.913699711078951,0.28,1,7,1.0,-0.0004120622942036127
trade_25,2024-09-19T00:00:00+00:00,2024-01-08T20:00:00+00:00,2024-09-19T00:00:00+00:00,25,-0.022470773197712623,0.05963579301401234,0.8400459928398801,0.28,2,7,1.0,-0.0008307037559211686
trade_25,2024-10-09T12:00:00+00:00,2024-01-08T20:00:00+00:00,2024-10-09T12:00:00+00:00,25,-0.01605441024109988,0.05925895307173246,0.8840999894697198,0.28,3,7,1.0,-0.0005719212116300193
trade_25,2024-10-14T00:00:00+00:00,2024-03-06T12:00:00+00:00,2024-10-14T00:00:00+00:00,25,-0.04108458388872205,0.059258953071732345,0.7029751887887885,0.24,4,7,1.0,-0.0016038814199411675
trade_25,2024-10-21T12:00:00+00:00,2024-03-10T04:00:00+00:00,2024-10-21T12:00:00+00:00,25,-0.02014607345961561,0.05633396743974284,0.8610336739969731,0.28,0,6,1.0,-0.0007331639778381674
trade_25,2024-10-25T16:00:00+00:00,2024-03-25T16:00:00+00:00,2024-10-25T16:00:00+00:00,25,-0.025229953251394543,0.05320400249617063,0.8285487136510208,0.28,1,5,1.0,-0.0009400141261621075
trade_25,2024-11-25T12:00:00+00:00,2024-03-21T00:00:00+00:00,2024-11-25T12:00:00+00:00,25,0.05474183217955497,0.047594293556105595,1.4479430933177633,0.32,0,4,1.0,0.002316030163228685
trade_25,2024-12-02T16:00:00+00:00,2024-04-07T04:00:00+00:00,2024-12-02T16:00:00+00:00,25,0.047108841904289545,0.047594293556105574,1.3713485244750272,0.32,1,4,1.0,0.0020272472463451177
trade_25,2024-12-03T12:00:00+00:00,2024-04-25T12:00:00+00:00,2024-12-03T12:00:00+00:00,25,0.06470169661852632,0.04759429355610562,1.5064268374509964,0.36,0,4,1.0,0.0026970589756771706
trade_25,2024-12-18T16:00:00+00:00,2024-04-24T20:00:00+00:00,2024-12-18T16:00:00+00:00,25,0.07777439462950086,0.04759429355610573,1.6376890431704998,0.4,0,4,1.0,0.0031841077917595527
trade_25,2024-12-18T16:00:00+00:00,2024-04-29T12:00:00+00:00,2024-12-18T16:00:00+00:00,25,0.07092312871777073,0.04759429355610543,1.558463363156323,0.4,1,4,1.0,0.0029302747320028833
trade_25,2024-12-27T12:00:00+00:00,2024-05-09T00:00:00+00:00,2024-12-27T12:00:00+00:00,25,0.052427496349784386,0.04759429355610562,1.389838994790506,0.36,2,4,1.0,0.0022358873444075895
trade_25,2025-01-24T12:00:00+00:00,2024-05-08T00:00:00+00:00,2025-01-24T12:00:00+00:00,25,0.05501115445071103,0.04759429355610571,1.4139010009938993,0.36,3,4,1.0,0.0023334935593602914
trade_25,2025-02-01T20:00:00+00:00,2024-05-27T16:00:00+00:00,2025-02-01T20:00:00+00:00,25,0.04562334968486259,0.04759429355610545,1.3334726872581062,0.32,4,4,1.0,0.001976975408876576
trade_25,2025-02-11T16:00:00+00:00,2024-06-12T16:00:00+00:00,2025-02-11T16:00:00+00:00,25,0.03789503654403226,0.0475942935561057,1.2706402851300564,0.32,5,5,1.0,0.0016838172125002743
trade_25,2025-02-12T20:00:00+00:00,2024-06-16T20:00:00+00:00,2025-02-12T20:00:00+00:00,25,0.06854848328234908,0.04759429355610542,1.4767385013360141,0.36,0,5,1.0,0.002858523919338849
trade_25,2025-02-23T20:00:00+00:00,2024-06-24T04:00:00+00:00,2025-02-23T20:00:00+00:00,25,0.061633066364819244,0.047594293556105456,1.4162518821699333,0.36,1,5,1.0,0.0026024411165555443
trade_25,2025-03-02T12:00:00+00:00,2024-07-03T04:00:00+00:00,2025-03-02T12:00:00+00:00,25,0.09443130790011045,0.047594293556105734,1.6404301040340494,0.4,0,5,1.0,0.003829802465368872
trade_25,2025-03-06T00:00:00+00:00,2024-07-03T04:00:00+00:00,2025-03-06T00:00:00+00:00,25,0.05759634602359687,0.04759429355610541,1.3734060783835758,0.36,1,5,1.0,0.0024575948575569656
trade_25,2025-03-14T12:00:00+00:00,2024-07-26T04:00:00+00:00,2025-03-14T12:00:00+00:00,25,0.03904877606433277,0.04759429355610561,1.2530700865966566,0.32,2,5,1.0,0.0017494913307065185
trade_25,2025-03-19T08:00:00+00:00,2024-08-01T00:00:00+00:00,2025-03-19T08:00:00+00:00,25,0.058707311173144205,0.047594293556105706,1.3637942794301317,0.36,0,5,1.0,0.002505806242580287
trade_25,2025-04-01T12:00:00+00:00,2024-08-15T08:00:00+00:00,2025-04-01T12:00:00+00:00,25,0.018383748808745493,0.04759429355610567,1.1335683107219912,0.36,0,5,1.0,0.0009200153101427464
trade_25,2025-04-01T12:00:00+00:00,2024-08-15T20:00:00+00:00,2025-04-01T12:00:00+00:00,25,0.025780674163684347,0.04605432578462654,1.1830342914689018,0.36,1,5,1.0,0.0012080208967272304
trade_25,2025-04-09T16:00:00+00:00,2024-08-27T12:00:00+00:00,2025-04-09T16:00:00+00:00,25,0.047078435635989235,0.046054325784626225,1.3369774314174028,0.4,0,5,1.0,0.0020263393439710763
trade_25,2025-04-09T16:00:00+00:00,2024-09-16T16:00:00+00:00,2025-04-09T16:00:00+00:00,25,0.05394550750293825,0.0460543257846267,1.3814115364628416,0.4,0,5,1.0,0.0022935340189645746
trade_25,2025-05-12T16:00:00+00:00,2024-09-16T00:00:00+00:00,2025-05-12T16:00:00+00:00,25,0.07621146924153388,0.04605432578462647,1.5579017240596877,0.44,0,5,1.0,0.0031300752907474265
trade_25,2025-05-25T00:00:00+00:00,2024-10-07T04:00:00+00:00,2025-05-25T00:00:00+00:00,25,0.07417687509342397,0.04605432578462634,1.5374641210317401,0.44,1,5,1.0,0.003055495347190403
trade_25,2025-06-05T16:00:00+00:00,2024-10-10T00:00:00+00:00,2025-06-05T16:00:00+00:00,25,0.06982880071654884,0.04605432578462636,1.4952157452320158,0.44,2,5,1.0,0.0028948610398994105
trade_25,2025-06-12T12:00:00+00:00,2024-10-11T20:00:00+00:00,2025-06-12T12:00:00+00:00,25,0.0881665242658749,0.04605432578462663,1.6639824267436343,0.48,0,5,1.0,0.003572518971025325
trade_25,2025-06-12T20:00:00+00:00,2024-10-24T20:00:00+00:00,2025-06-12T20:00:00+00:00,25,0.06319530962168973,0.04605432578462675,1.4736175480408042,0.44,1,5,1.0,0.0026374640820552016
trade_25,2025-06-17T12:00:00+00:00,2024-11-06T04:00:00+00:00,2025-06-17T12:00:00+00:00,25,0.06692130440468347,0.046054325784626746,1.5113395922953616,0.44,2,5,1.0,0.0027764567622428965
trade_25,2025-06-17T12:00:00+00:00,2024-11-29T12:00:00+00:00,2025-06-17T12:00:00+00:00,25,-0.01084369002329666,0.04605432578462659,0.9370391496961862,0.4,3,5,1.0,-0.00035359442932377997
trade_25,2025-07-15T00:00:00+00:00,2024-11-21T16:00:00+00:00,2025-07-15T00:00:00+00:00,25,0.017330859406328836,0.046054325784626614,1.14809090543589,0.44,0,5,1.0,0.0007747993160210644
trade_25,2025-08-11T20:00:00+00:00,2024-12-11T20:00:00+00:00,2025-08-11T20:00:00+00:00,25,0.006982750878724575,0.046054325784626544,1.069280729975089,0.44,0,5,1.0,0.00036247102440316217
trade_25,2025-08-14T12:00:00+00:00,2024-12-12T04:00:00+00:00,2025-08-14T12:00:00+00:00,25,0.057090615416821366,0.04605432578462654,1.4511881953636268,0.44,0,5,1.0,0.0023605791600474265
trade_25,2025-08-25T08:00:00+00:00,2024-12-26T00:00:00+00:00,2025-08-25T08:00:00+00:00,25,0.04882544306934844,0.0382814897395094,1.3699572458894607,0.44,1,4,1.0,0.002050355186672615
trade_25,2025-09-02T08:00:00+00:00,2025-01-19T12:00:00+00:00,2025-09-02T08:00:00+00:00,25,0.06758208734951521,0.03616878765684831,1.545526558072772,0.48,0,3,1.0,0.0027569602637682773
trade_25,2025-09-15T08:00:00+00:00,2025-01-29T20:00:00+00:00,2025-09-15T08:00:00+00:00,25,0.07628832834752775,0.03616878765684841,1.62766041091331,0.52,0,3,1.0,0.0030819943346482694
trade_25,2025-10-21T12:00:00+00:00,2025-02-03T20:00:00+00:00,2025-10-21T12:00:00+00:00,25,0.07009590646326047,0.03616878765684806,1.5552950925523625,0.52,1,3,1.0,0.0028535266530524506
trade_25,2025-11-09T12:00:00+00:00,2025-02-02T00:00:00+00:00,2025-11-09T12:00:00+00:00,25,0.11668270049796425,0.036168787656848514,2.0129256053254125,0.56,0,3,1.0,0.004567526927983053
trade_25,2025-11-09T20:00:00+00:00,2025-02-21T20:00:00+00:00,2025-11-09T20:00:00+00:00,25,0.1033268759017214,0.036168787656848084,1.904312628277543,0.56,0,3,1.0,0.004077764703801571
trade_25,2025-11-24T20:00:00+00:00,2025-02-21T20:00:00+00:00,2025-11-24T20:00:00+00:00,25,0.1405712119476621,0.03616878765684835,2.4140371940006937,0.6,0,3,1.0,0.005404830703973438
trade_25,2025-11-26T16:00:00+00:00,2025-03-03T20:00:00+00:00,2025-11-26T16:00:00+00:00,25,0.14400360239615795,0.036168787656848105,2.4462822702355616,0.6,0,3,1.0,0.005528080063202168
trade_25,2025-12-02T12:00:00+00:00,2025-03-09T16:00:00+00:00,2025-12-02T12:00:00+00:00,25,0.15288417662678033,0.03616878765684801,2.659046101199089,0.6,1,3,1.0,0.005833919296678167
trade_25,2025-12-02T12:00:00+00:00,2025-03-03T20:00:00+00:00,2025-12-02T12:00:00+00:00,25,0.1549669116611554,0.03616878765684804,2.7143632806091627,0.6,2,3,1.0,0.0059055821372476095
trade_25,2025-12-17T12:00:00+00:00,2025-03-28T08:00:00+00:00,2025-12-17T12:00:00+00:00,25,0.13033389429420317,0.03616878765684824,2.406060321614935,0.56,3,3,1.0,0.0050368707915141855
trade_25,2025-12-19T12:00:00+00:00,2025-03-28T08:00:00+00:00,2025-12-19T12:00:00+00:00,25,0.13368642321958468,0.03616878765684807,2.439219779628495,0.56,0,3,1.0,0.005155656524219527
trade_25,2025-12-29T00:00:00+00:00,2025-04-03T00:00:00+00:00,2025-12-29T00:00:00+00:00,25,0.1276723525240191,0.03616878765684826,2.30300690612502,0.56,1,3,1.0,0.004943781496731147
trade_25,2025-12-29T00:00:00+00:00,2025-04-03T00:00:00+00:00,2025-12-29T00:00:00+00:00,25,0.11534981403449884,0.036168787656848,2.125438275053878,0.52,2,3,1.0,0.004504153999020421
trade_25,2026-01-02T08:00:00+00:00,2025-05-07T00:00:00+00:00,2026-01-02T08:00:00+00:00,25,0.08094765470624843,0.03616878765684822,1.7606669333029723,0.48,3,3,1.0,0.003239275044010692
trade_25,2026-01-18T20:00:00+00:00,2025-05-22T04:00:00+00:00,2026-01-18T20:00:00+00:00,25,0.06714885900143708,0.03616878765684828,1.627314394064295,0.44,4,4,1.0,0.0027231201481306613
trade_25,2026-01-19T00:00:00+00:00,2025-06-03T16:00:00+00:00,2026-01-19T00:00:00+00:00,25,0.07733620717023726,0.0391738484022864,1.7815842277157437,0.44,5,5,1.0,0.003099006193235068
trade_25,2026-02-06T16:00:00+00:00,2025-06-06T16:00:00+00:00,2026-02-06T16:00:00+00:00,25,0.13147925815259387,0.039173848402286604,2.457715340487695,0.48,0,5,1.0,0.0050853164931496594
